location,square_footage,bedrooms,bathrooms,property_type,year_built,distance_to_tube_km,amenities,price
Bromley,1155.0,3,2,Flat,1985,1.3793361685145658,"garage, park_view",1672691.0
Havering,990.0,1,1,Maisonette,1941,0.7974276831002199,"garden, new_build, park_view, parking",960944.0
Bromley,455.0,1,1,Semi-Detached,1872,2.698284331922293,"balcony, ensuite, garage, river_view",120000.0
Bexley,1212.0,4,1,Flat,1874,2.329459451101356,"cellar, concierge, parking",1758132.0
Sutton,1520.0,5,2,Semi-Detached,1977,1.0366951749872495,"loft, near_tube, new_build",2875355.0
Kensington and Chelsea,1151.0,1,1,Semi-Detached,1941,0.5501612316832073,new_build,2021998.0
Ealing,1278.0,3,3,Semi-Detached,1944,0.4958567554632865,"concierge, ensuite, garden, gym, parking, river_view",2148870.0
Croydon,876.0,5,1,Maisonette,1896,1.4761748917131057,"cellar, garage, lift, loft, parking, study",776982.0
Brent,352.0,3,3,Detached,1896,0.302690972145855,"balcony, garden, near_tube, river_view, study",120000.0
Merton,297.0,1,3,Flat,1920,1.5523364467886551,"cellar, gym, new_build, study",120000.0
Southwark,927.0,1,2,Flat,1944,0.261169746729034,lift,1158234.0
Waltham Forest,672.0,5,2,Flat,1931,0.9106469252286529,"balcony, gym, near_tube, river_view",273370.0
Wandsworth,576.0,3,3,Terraced,2003,1.468519508638364,"balcony, cellar, garage, garden, gym, park_view",408480.0
Croydon,831.0,1,1,Studio,1882,0.515191041471718,balcony,587798.0
Croydon,1035.0,5,3,Terraced,1932,1.9045674796023002,"balcony, concierge, river_view",1284376.0
Redbridge,414.0,5,2,Flat,1890,0.724120961363638,"cellar, garage, garden, lift, river_view, study",120000.0
Bexley,715.0,4,1,Maisonette,1851,0.9779483111707103,"ensuite, garage, garden, gym, loft, new_build",190374.0
Tower Hamlets,1303.0,1,3,Semi-Detached,1922,0.11759847407966934,"balcony, park_view, river_view",2245809.0
Camden,527.0,1,2,Flat,1859,0.2535297415111764,"lift, study",120000.0
City of London,1111.0,2,1,Maisonette,1914,0.12973328633836997,"near_tube, study",1941783.0
Newham,705.0,1,2,Flat,1960,1.66548660302855,"concierge, garden, loft",120000.0
Camden,1014.0,3,2,Terraced,1915,0.6964563287434704,"garage, river_view",1384203.0
Richmond upon Thames,1179.0,2,3,Terraced,1967,2.0374928050731747,"garden, loft, parking, study",1924342.0
Croydon,1072.0,4,2,Maisonette,1901,0.07510278400636987,concierge,1275134.0
Islington,1123.0,1,3,Flat,1919,1.343189864162845,river_view,1491641.0
Tower Hamlets,505.0,4,3,Flat,2002,0.11669373325373386,park_view,120000.0
Ealing,1184.0,5,1,Semi-Detached,1892,0.46359991231809855,"balcony, ensuite, garage, near_tube, study",1675110.0
Wandsworth,594.0,1,2,Maisonette,1937,0.8979866850063992,"cellar, concierge, garden, lift, new_build, park_view",120000.0
Hammersmith and Fulham,928.0,4,1,Flat,1974,0.6782733505832911,lift,1289766.0
Harrow,927.0,3,2,Flat,1912,1.211316097245738,"concierge, near_tube, park_view, parking, river_view, study",1061675.0
Havering,996.0,1,1,Maisonette,1902,0.5912274046833176,loft,863000.0
Hammersmith and Fulham,951.0,2,2,Semi-Detached,1971,0.8203154604379754,cellar,1164596.0
Tower Hamlets,597.0,4,1,Flat,1862,0.39031680045424405,"loft, new_build",120000.0
Southwark,445.0,5,2,Flat,1896,1.5247961875024354,"park_view, study",120000.0
Harrow,1112.0,2,2,Terraced,1921,1.0675788330015843,"gym, loft, near_tube, new_build, park_view, river_view",1590781.0
Hounslow,906.0,1,3,Semi-Detached,1887,1.3323197010746928,near_tube,754780.0
Hillingdon,1195.0,2,3,Terraced,1943,0.9534210273320569,"balcony, ensuite, garage, new_build, park_view, study",1770827.0
Sutton,837.0,5,2,Semi-Detached,1957,1.722419536204303,"balcony, ensuite, loft, park_view, river_view, study",674950.0
Kingston upon Thames,428.0,3,2,Flat,2018,0.6007521010293192,"balcony, river_view, study",120000.0
Wandsworth,1140.0,3,3,Detached,1954,1.0257385289482606,"cellar, concierge, near_tube, new_build, parking",1912150.0
Hammersmith and Fulham,739.0,1,3,Flat,1953,5.553477934479193,"cellar, concierge, garage, parking",572436.0
Haringey,953.0,4,1,Maisonette,1976,0.32974365002687844,"balcony, cellar, ensuite, garden, lift, new_build",1209676.0
Sutton,656.0,3,2,Flat,1886,2.1156810639043675,"park_view, study",120000.0
Barking and Dagenham,1343.0,3,3,Flat,1931,3.9941141108013083,"ensuite, garden, near_tube, parking, river_view, study",2215187.0
Lewisham,587.0,5,1,Flat,1994,1.4276879053154083,"cellar, lift, river_view",120000.0
Lewisham,749.0,3,1,Flat,1880,0.05,"balcony, cellar, loft, near_tube, new_build, river_view",346465.0
Greenwich,882.0,5,3,Flat,1900,0.34609912832606443,"concierge, garage, garden, lift, park_view, river_view",1004700.0
Islington,522.0,3,3,Semi-Detached,1888,1.2220039975120305,"cellar, ensuite, garden, gym, new_build, parking",120000.0
Ealing,949.0,2,2,Maisonette,2016,0.9637019756460226,"cellar, garden, lift, new_build, park_view",1160173.0
Ealing,1334.0,5,2,Terraced,1911,2.7748897485471464,"balcony, near_tube, parking",2302143.0
City of London,703.0,4,2,Terraced,1906,2.836440041693853,"balcony, concierge, lift, loft, new_build",689771.0
Wandsworth,969.0,4,2,Flat,1991,0.9070632516563147,"ensuite, garden",1515819.0
Newham,250.0,2,3,Detached,2008,0.9612235429194229,"near_tube, park_view",120000.0
Brent,838.0,4,3,Flat,1850,0.6340815638123788,"concierge, gym, loft, park_view, parking",644086.0
Merton,756.0,3,2,Flat,2002,1.3784899003024955,"concierge, garage, gym, lift, river_view",566103.0
Waltham Forest,604.0,1,1,Flat,1973,0.44055272579469223,"concierge, parking",120000.0
Wandsworth,1174.0,2,1,Flat,2000,0.8783722717138059,"gym, lift, near_tube, park_view, parking, study",1846042.0
Lambeth,752.0,5,1,Terraced,1865,0.47078021724018637,"ensuite, gym, park_view, parking, study",410802.0
Waltham Forest,797.0,3,2,Flat,1856,1.1604519485030427,"cellar, concierge, garage, park_view, parking, study",467144.0
Haringey,737.0,4,2,Flat,1908,2.023609852582054,"garage, near_tube, study",228985.0
Tower Hamlets,275.0,1,3,Detached,1997,0.25890728601050295,"balcony, garage, gym, new_build",120000.0
Haringey,510.0,2,3,Flat,1936,0.832544733524158,"balcony, garden, lift, park_view",120000.0
Bromley,1138.0,5,2,Terraced,1975,2.473146803938888,balcony,1645142.0
Richmond upon Thames,250.0,3,1,Flat,1892,2.985315269120657,"garden, loft",120000.0
Southwark,620.0,5,3,Maisonette,1908,0.6387173559458161,"cellar, garage, garden, lift, parking, study",316376.0
Barking and Dagenham,730.0,5,3,Semi-Detached,2002,0.49115554836150416,"cellar, ensuite, garage, gym, park_view",382502.0
Sutton,1373.0,2,2,Flat,1935,0.05,"balcony, garage, garden, study",2241832.0
Kensington and Chelsea,1081.0,5,1,Maisonette,1985,2.179130501720654,balcony,1935469.0
Kensington and Chelsea,683.0,4,2,Flat,1961,2.0825294606258735,near_tube,727751.0
Croydon,1241.0,1,2,Flat,1880,1.0635669590725942,"lift, new_build, park_view, river_view",1787849.0
Greenwich,628.0,1,3,Semi-Detached,2014,4.287995111205355,river_view,120000.0
Tower Hamlets,1153.0,1,2,Semi-Detached,2014,0.9632305179556881,concierge,1667985.0
Bexley,442.0,4,2,Flat,1985,2.22635043544638,"balcony, lift, parking, study",120000.0
Waltham Forest,1172.0,1,2,Flat,1931,0.6700875037825462,"balcony, gym, loft, near_tube, new_build, study",1566593.0
Barking and Dagenham,728.0,2,2,Flat,1924,0.8046882523436282,"ensuite, garage, loft, near_tube, parking, river_view",193057.0
Kensington and Chelsea,541.0,3,1,Terraced,1901,1.2177486151903905,"gym, near_tube, new_build",328757.0
Richmond upon Thames,785.0,1,1,Studio,1962,0.47597211559313507,"cellar, concierge, garden, loft, near_tube, parking",897126.0
Hammersmith and Fulham,933.0,2,3,Flat,1903,1.818651087354042,"balcony, cellar, garden, new_build",1278052.0
Hounslow,702.0,4,2,Studio,1882,1.0930877654100355,"ensuite, gym, new_build, park_view, river_view, study",274339.0
Newham,1016.0,5,3,Flat,1860,0.15672884830332376,"loft, study",1222121.0
Richmond upon Thames,675.0,3,2,Semi-Detached,1923,2.262905811133411,"cellar, ensuite, garage, near_tube",454660.0
Lewisham,1036.0,4,3,Maisonette,1991,0.4400610372798735,"concierge, ensuite, gym, lift, loft, study",1447857.0
Richmond upon Thames,983.0,3,1,Semi-Detached,1987,0.480959924711109,"cellar, garden, lift, park_view, parking, river_view",1281187.0
Hammersmith and Fulham,832.0,3,1,Flat,1997,0.8006133039655791,"concierge, ensuite, garage, new_build, park_view, parking",1104431.0
Croydon,718.0,3,2,Flat,1955,1.4062784422159256,lift,183247.0
Brent,895.0,5,3,Flat,2000,1.27602868578063,"balcony, garden, lift, park_view",1142342.0
Wandsworth,1015.0,1,1,Terraced,1986,2.7892332100367345,near_tube,1345159.0
Camden,1469.0,3,2,Studio,1990,1.2283713508556986,"ensuite, lift, loft",3031740.0
Kingston upon Thames,1132.0,1,1,Flat,1938,0.23523583550116683,park_view,1597108.0
Westminster,1143.0,5,3,Flat,1864,0.3863630401365116,"ensuite, loft, new_build, park_view, parking",1967039.0
Harrow,1777.0,4,2,Flat,1916,0.21414128401458457,"cellar, ensuite, near_tube, parking, study",3655536.0
Barnet,1005.0,1,2,Terraced,1997,0.21004906362797285,park_view,1175259.0
City of London,995.0,4,1,Terraced,1979,0.7251908291405138,"ensuite, gym, lift, near_tube, new_build, study",1623715.0
Richmond upon Thames,1061.0,3,1,Flat,1852,2.1509967479400136,"balcony, garage, garden, near_tube, new_build, park_view",1266810.0
Hammersmith and Fulham,547.0,1,2,Semi-Detached,1866,1.08834716394893,"balcony, cellar, garden, lift, near_tube, park_view",120000.0
Hounslow,717.0,5,2,Flat,1964,1.4467624025564465,"new_build, parking, study",287093.0
Hounslow,698.0,2,3,Terraced,2020,1.7969819265197686,"balcony, cellar, gym, lift, near_tube, study",438926.0
City of London,1044.0,1,1,Flat,1977,2.259305010223086,"balcony, garage, garden, lift, loft, parking",1578474.0
Southwark,798.0,4,1,Flat,2015,0.5280862164133523,"ensuite, loft, park_view, river_view",728254.0
Camden,891.0,2,1,Terraced,1861,2.0497512754256544,"ensuite, near_tube, park_view",877489.0
Sutton,1176.0,4,1,Semi-Detached,2003,1.861685067315013,"cellar, ensuite, garden, lift, park_view",1752937.0
Waltham Forest,1109.0,1,1,Flat,1872,0.7002518777516228,river_view,1189539.0
Lewisham,801.0,5,2,Semi-Detached,2003,0.498208188217414,"garden, loft, park_view",803632.0
Greenwich,649.0,3,1,Terraced,2019,0.8693194500551232,garage,184152.0
Islington,1191.0,3,1,Flat,1938,2.734464077123881,"cellar, ensuite, garden, near_tube, river_view",1912969.0
Hackney,1082.0,5,3,Studio,1942,2.2325001572262053,study,1544914.0
Newham,368.0,3,2,Maisonette,1936,0.6948518232222306,"lift, loft, near_tube, parking, river_view",120000.0
Richmond upon Thames,756.0,1,3,Flat,1946,2.0933266752001995,"concierge, ensuite, garage, study",707759.0
Kensington and Chelsea,900.0,3,3,Maisonette,1992,1.62037430637905,"garage, park_view, parking",1660382.0
Hounslow,1084.0,4,1,Semi-Detached,1898,1.4149223818503383,"cellar, concierge, lift, new_build",1297852.0
Kensington and Chelsea,1123.0,2,2,Flat,1899,2.584750682958852,cellar,1884396.0
City of London,935.0,1,3,Terraced,2018,1.2631360159312273,"balcony, concierge, garage, loft, near_tube",1287848.0
Enfield,1026.0,1,2,Flat,1997,1.0371096215655855,"concierge, near_tube",1252983.0
Hillingdon,869.0,5,3,Terraced,1944,0.12457414830465716,"concierge, garden, loft, near_tube, new_build, study",804670.0
Redbridge,648.0,1,3,Maisonette,1884,1.7862446397168188,"ensuite, garage, garden, lift, near_tube, new_build",120000.0
Greenwich,772.0,3,2,Flat,2016,0.4613746160792237,"balcony, ensuite, garden, lift",711012.0
Lambeth,856.0,5,1,Terraced,2002,0.3966119040334227,"balcony, lift, parking, river_view",945351.0
Tower Hamlets,840.0,2,2,Flat,1907,1.064727054919507,"balcony, cellar, concierge, garage, near_tube, river_view",703054.0
Wandsworth,284.0,2,3,Terraced,1944,0.38838972439101715,"cellar, lift, new_build",120000.0
Barking and Dagenham,731.0,4,2,Detached,1922,1.3418607990690072,"concierge, garage, park_view",342072.0
Kingston upon Thames,867.0,4,3,Flat,1996,1.1758188518108132,"cellar, ensuite, near_tube, new_build, park_view, river_view",916908.0
Wandsworth,766.0,1,2,Terraced,1969,1.0990880325405148,"loft, near_tube, river_view",615726.0
Barking and Dagenham,776.0,3,2,Flat,1935,0.8695895404039867,"cellar, garage, loft",326803.0
Bromley,996.0,1,3,Semi-Detached,2018,1.7461522983132634,concierge,1207488.0
Bromley,526.0,2,1,Semi-Detached,1955,1.3458746858172168,"park_view, parking",120000.0
Bexley,362.0,2,2,Semi-Detached,1934,1.3289362502927007,"near_tube, park_view",120000.0
Islington,746.0,5,1,Flat,2011,0.5033861753776155,"concierge, garage, gym, loft, new_build",670705.0
Sutton,1079.0,5,2,Terraced,1928,0.9339474661476426,"ensuite, gym, new_build, parking",1465083.0
Camden,1356.0,4,3,Semi-Detached,1922,0.4961270842279159,"cellar, concierge, garage",2558919.0
Kensington and Chelsea,1085.0,4,3,Semi-Detached,1917,0.9227171615902257,"balcony, cellar, gym, near_tube, park_view, parking",2026995.0
Lewisham,410.0,1,1,Terraced,1888,0.565226352602221,"balcony, ensuite, gym",120000.0
Tower Hamlets,780.0,1,3,Detached,1898,0.9053218008032866,"park_view, river_view, study",373357.0
Islington,927.0,4,3,Flat,1865,0.934183543169578,"concierge, ensuite, park_view, parking, river_view",1190237.0
Camden,903.0,3,3,Flat,1976,0.9053173203472742,"ensuite, garden",1216227.0
Havering,1012.0,3,2,Studio,1952,1.7737949281288452,"garage, river_view, study",1074790.0
Waltham Forest,575.0,4,1,Flat,2012,1.4786481008755838,"concierge, garage, garden, gym, lift",120000.0
Islington,869.0,2,2,Maisonette,1956,0.30318260591238383,"gym, loft",873690.0
Tower Hamlets,976.0,4,3,Terraced,1863,0.8311052471609204,"garage, near_tube, park_view",1051661.0
Bromley,1098.0,4,2,Maisonette,1958,1.0973866591767838,garden,1581673.0
Sutton,608.0,2,2,Terraced,1880,0.5447488278899534,"garage, lift, new_build, parking, river_view",120000.0
Havering,746.0,4,1,Detached,1856,1.1773499632941806,"balcony, garage, gym, loft, river_view, study",161661.0
Kingston upon Thames,250.0,1,2,Semi-Detached,1965,0.6012957523971375,"garage, lift, loft, new_build, study",120000.0
Enfield,664.0,2,2,Terraced,1854,0.9816500887130122,"concierge, garage, near_tube, new_build",120000.0
Barnet,693.0,4,2,Flat,1921,0.45091506387471864,"cellar, concierge, garden, park_view, parking, river_view",417140.0
Lambeth,544.0,5,3,Flat,2005,0.9013751739360698,"ensuite, gym, loft, park_view, parking, river_view",120000.0
Redbridge,900.0,1,1,Flat,1894,1.5053969593178655,"garage, garden, lift",574318.0
Merton,833.0,4,1,Studio,1971,1.6539268601583494,"concierge, lift, park_view, parking",834313.0
Camden,250.0,3,3,Flat,1915,0.9962422091080178,"concierge, garage, gym, loft, near_tube, new_build",120000.0
Hillingdon,915.0,4,3,Semi-Detached,1869,3.527586514864849,"park_view, parking",755686.0
Hackney,572.0,4,1,Terraced,1884,1.263124474497823,"cellar, garage, gym, parking, river_view",120000.0
Hounslow,996.0,1,3,Flat,1862,1.688409294346163,"loft, park_view, river_view",1022798.0
Newham,465.0,4,1,Studio,1876,2.3205410961698782,park_view,120000.0
Islington,859.0,2,1,Flat,1878,0.5532467816473368,"concierge, ensuite, new_build",777866.0
Bexley,765.0,1,1,Terraced,2003,1.4948803279394036,"balcony, cellar, garden, near_tube",373174.0
Islington,941.0,3,2,Terraced,1990,1.1678097445261855,"cellar, garage, garden, lift, new_build",1267770.0
Ealing,887.0,1,1,Flat,1911,1.5330434010770624,concierge,707407.0
Sutton,773.0,4,1,Flat,1975,1.9509911795947168,"balcony, concierge, loft, new_build",432903.0
Hackney,389.0,3,3,Semi-Detached,1885,0.4766712049686462,"cellar, new_build, park_view, river_view",120000.0
Barnet,407.0,3,2,Flat,1961,3.4317768158699393,"concierge, garage, new_build, park_view",120000.0
Barking and Dagenham,675.0,1,2,Detached,1885,1.0302748331521727,"balcony, cellar, concierge, garage, new_build",120000.0
Tower Hamlets,848.0,4,3,Terraced,1961,0.7695936698813183,"garden, lift, near_tube, parking, river_view",1034262.0
Islington,668.0,1,1,Flat,1912,0.08252576152350681,"balcony, gym, loft",190969.0
Bromley,1038.0,2,3,Flat,1999,2.21743032394103,"balcony, parking",1270699.0
Bromley,766.0,2,2,Flat,1995,1.85993169213098,"balcony, ensuite, gym, lift, loft, study",616347.0
Harrow,560.0,4,3,Semi-Detached,1908,0.8536076514056732,"balcony, ensuite, garden, loft, park_view, study",120000.0
Wandsworth,767.0,3,3,Terraced,1857,0.16638796183927282,lift,722490.0
Waltham Forest,918.0,5,1,Flat,1906,1.0628379491385909,"balcony, loft, study",985484.0
Croydon,947.0,5,1,Terraced,1899,0.27073424038186816,"concierge, ensuite, gym, loft, park_view",950662.0
Tower Hamlets,1414.0,4,2,Terraced,1924,2.066061265886371,"cellar, ensuite, new_build, park_view",2605117.0
Waltham Forest,649.0,1,2,Terraced,1949,0.8327700039661948,"concierge, garage, garden, new_build, river_view, study",218880.0
Sutton,828.0,4,1,Flat,2022,0.44119044872817537,"new_build, river_view",694330.0
Bromley,978.0,2,1,Flat,1860,1.2005232483114419,"cellar, gym, lift, loft, park_view, parking",990529.0
Camden,843.0,5,3,Flat,1946,1.3304859604662902,"garage, near_tube",1175909.0
Enfield,700.0,5,3,Semi-Detached,1879,1.445102933026672,parking,120000.0
Ealing,385.0,1,1,Semi-Detached,1945,0.4666674628778064,"concierge, near_tube, new_build, park_view, river_view",120000.0
Islington,697.0,1,3,Flat,1960,1.9400068879934467,"cellar, concierge, garage, gym, near_tube, new_build",573501.0
Haringey,528.0,4,1,Flat,1990,0.8482596167112421,"cellar, near_tube, parking",120000.0
Newham,332.0,1,2,Semi-Detached,1947,0.1163134896439003,loft,120000.0
Hammersmith and Fulham,611.0,5,1,Flat,1880,0.9269318626021222,"cellar, concierge, ensuite, garage, lift, parking",232127.0
Hillingdon,536.0,3,2,Terraced,2008,0.9177338852720787,parking,120000.0
Islington,1025.0,3,1,Flat,1920,0.9049962545495525,"garden, gym, lift, loft",1464193.0
Hounslow,1030.0,5,1,Flat,1933,1.2183195160517544,loft,1263350.0
Barnet,579.0,2,1,Terraced,1961,2.9549710703558874,"cellar, garage, loft, study",120000.0
Camden,772.0,3,1,Flat,1896,0.9479602325263272,parking,680852.0
Waltham Forest,293.0,5,1,Terraced,2021,1.0378712253820315,"garden, gym, study",120000.0
Kensington and Chelsea,702.0,1,2,Flat,1857,0.6403631664771589,"balcony, ensuite, study",642422.0
Enfield,970.0,1,3,Flat,1876,0.9462138863419038,"cellar, garage, lift, near_tube, new_build, study",890213.0
Kensington and Chelsea,1097.0,1,1,Terraced,2022,1.4675526545145852,"balcony, ensuite, garden, gym, river_view",2044418.0
Sutton,636.0,2,3,Flat,1928,1.49209987554531,"balcony, ensuite, lift, loft, new_build, river_view",131664.0
Hounslow,1166.0,1,2,Terraced,2005,2.441303118405225,"concierge, garden, new_build, park_view",1749768.0
Merton,395.0,1,1,Semi-Detached,2007,0.15307523652696217,"concierge, ensuite",120000.0
Bexley,476.0,5,1,Studio,2022,1.7970511271207388,"ensuite, gym, park_view",120000.0
Brent,1063.0,3,3,Flat,1976,1.6165763081468685,"concierge, gym, park_view, study",1407165.0
Haringey,1351.0,2,1,Flat,1968,0.23575680183025793,"concierge, loft, new_build, study",2213645.0
Kingston upon Thames,998.0,3,2,Flat,1956,2.4060571640961896,"gym, loft, new_build, park_view, river_view, study",1273798.0
Newham,838.0,5,1,Maisonette,1968,0.28981557110226447,"gym, lift, near_tube, new_build, park_view, river_view",765687.0
Camden,250.0,3,3,Flat,1894,1.496228224697215,study,120000.0
